,userName,toeflScore,greV,greQ,greA,termAndYear,ugCollege,cgpa,univName
16403,vishal260191,108.0,150.0,164.0,3.5,Fall - 2013,SET JAIN UNIVERSITY,0.747,University of Southern California
16404,vishal260191,108.0,150.0,164.0,3.5,Fall - 2013,SET JAIN UNIVERSITY,0.747,Arizona State University
16405,Mr.VP,110.0,148.0,153.0,3.5,Fall - 2012,Sethu Institute of Technology AU,0.65,Arizona State University
16406,kenn07,96.0,142.0,156.0,3.5,Fall - 2015,SFIT,0.6132,University of Texas Arlington
16407,admin_rock,109.0,151.0,157.0,4.0,Fall - 2012,SFIT,0.5456,Syracuse University
16408,admin_rock,109.0,151.0,157.0,4.0,Fall - 2012,SFIT,0.5456,Northeastern University
16409,shirishj_85,280.0,500.0,760.0,3.5,Fall - 2007,SFIT,0.59,George Mason University
16410,jackdeshpande,97.0,155.0,157.0,3.0,Spring,SGBAU,0.843,University of Illinois Chicago
16411,ekanoje,87.0,145.0,155.0,3.0,Fall - 2013,sgdcoe jalgaon,0.74,University of North Carolina Charlotte
16412,vinayparekar,87.0,147.0,158.0,305.0,Fall - 2013,SGGS IE &T; nanded,0.716,University of Texas Dallas
16413,sneheet,112.0,600.0,800.0,4.5,Fall - 2011,SGGS institute of engg nanded,0.853,Syracuse University
16414,amol223,87.0,145.0,161.0,3.0,Fall - 2015,SGGSIE&T;,0.72,University of Cincinnati
16415,RandumStudent,92.0,146.0,160.0,2.5,Spring - 2014,SGGSIE&T; Nanded,0.78,University of Texas Dallas
16416,RandumStudent,92.0,146.0,160.0,2.5,Spring - 2014,SGGSIE&T; Nanded,0.78,Arizona State University
16417,friend15,94.0,480.0,730.0,2.5,Fall - 2012,SGSITS,0.602,University of Utah
16418,Gladiator1234,105.0,146.0,167.0,4.0,Fall - 2012,SGSITS,0.69,University of Texas Dallas
16419,mission_ms_fall2011,112.0,670.0,770.0,4.0,Fall - 2011,SGSITS,0.8370000000000001,University of Texas Dallas
16420,SEABLUE,103.0,156.0,163.0,3.5,Fall - 2014,SGSITS,0.8,University of Texas Dallas
16421,krey,104.0,410.0,710.0,1120.0,Fall - 2011,SGSITS,0.0,University of Texas Arlington
16422,msguy,104.0,560.0,690.0,3.0,Spring - 2012,SGSITS,0.61,University of Texas Arlington
16423,shivambijoria,104.0,156.0,167.0,3.5,Spring - 2016,SGSITS,0.6579999999999999,University of Texas Arlington
16424,AamirM,106.0,520.0,800.0,4.0,Fall - 2011,SGSITS,0.792,University of Southern California
16425,diha,109.0,650.0,790.0,3.0,Fall - 2012,SGSITS,0.78,University of Southern California
16426,mission_ms_fall2011,112.0,670.0,770.0,4.0,Fall - 2011,SGSITS,0.8370000000000001,University of Southern California
16427,serendipity12,104.0,550.0,700.0,3.0,Fall - 2011,SGSITS,0.71,University of Southern California
16428,mission_ms_fall2011,112.0,670.0,770.0,4.0,Fall - 2011,SGSITS,0.8370000000000001,University of Minnesota Twin Cities
16429,mission_ms_fall2011,112.0,670.0,770.0,4.0,Fall - 2011,SGSITS,0.8370000000000001,University of Michigan Ann Arbor
16430,ruchisingh2001,107.0,570.0,730.0,3.5,Fall - 2011,SGSITS,0.95,University of Maryland College Park
16431,yogeshrane,113.0,155.0,165.0,4.5,Fall - 2014,SGSITS,0.8192,University of Illinois Urbana-Champaign
16432,Gladiator1234,105.0,146.0,167.0,4.0,Fall - 2012,SGSITS,0.69,University of Florida
16433,serendipity12,104.0,550.0,700.0,3.0,Fall - 2011,SGSITS,0.71,University of Florida
16434,diha,109.0,650.0,790.0,3.0,Fall - 2012,SGSITS,0.78,University of Cincinnati
16435,Gladiator1234,105.0,146.0,167.0,4.0,Fall - 2012,SGSITS,0.69,University of Cincinnati
16436,AamirM,106.0,520.0,800.0,4.0,Fall - 2011,SGSITS,0.792,SUNY Stony Brook
16437,bhandarirahul,105.0,540.0,760.0,4.5,Fall - 2011,SGSITS,0.0,SUNY Stony Brook
16438,AamirM,106.0,520.0,800.0,4.0,Fall - 2011,SGSITS,0.792,SUNY Buffalo
16439,ANKITINFY2011,107.0,530.0,760.0,3.5,Fall - 2013,SGSITS,0.6978,SUNY Buffalo
16440,bhandarirahul,105.0,540.0,760.0,4.5,Fall - 2011,SGSITS,0.0,SUNY Buffalo
16441,SEABLUE,103.0,156.0,163.0,3.5,Fall - 2014,SGSITS,0.8,SUNY Buffalo
16442,shreysirbhaiya,104.0,590.0,790.0,3.5,Fall - 2012,SGSITS,0.706,SUNY Buffalo
16443,GRE1300,110.0,600.0,700.0,3.5,Fall - 2012,SGSITS,0.8320000000000001,Rutgers University New Brunswick/Piscataway
16444,serendipity12,104.0,550.0,700.0,3.0,Fall - 2011,SGSITS,0.71,Rutgers University New Brunswick/Piscataway
16445,AamirM,106.0,520.0,800.0,4.0,Fall - 2011,SGSITS,0.792,North Carolina State University
16446,Sanchita28,113.0,670.0,770.0,3.0,Fall - 2012,SGSITS,0.7559999999999999,Georgia Institute of Technology
16447,graduateMS,107.0,580.0,770.0,3.0,Fall - 2012,SGSITS,0.76,Carnegie Mellon University
16448,mission_ms_fall2011,112.0,670.0,770.0,4.0,Fall - 2011,SGSITS,0.8370000000000001,Carnegie Mellon University
16449,Sanchita28,113.0,670.0,770.0,3.0,Fall - 2012,SGSITS,0.7559999999999999,Carnegie Mellon University
16450,diha,109.0,650.0,790.0,3.0,Fall - 2012,SGSITS,0.78,Arizona State University
16451,SEABLUE,103.0,156.0,163.0,3.5,Fall - 2014,SGSITS,0.8,Arizona State University
16452,sastryaditya,107.0,151.0,161.0,3.5,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.603,University of Utah
16453,nirav.nagda,102.0,164.0,150.0,3.0,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.5927,University of Texas Dallas
16454,komalbhatia,257.0,500.0,800.0,4.0,Fall - 2007,Shah And anchor Kutchhi Engineering College,0.64,University of Southern California
16455,akks,114.0,159.0,162.0,4.5,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.9825,University of Pennsylvania
16456,akks,114.0,159.0,162.0,4.5,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.9825,University of Maryland College Park
16457,sastryaditya,107.0,151.0,161.0,3.5,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.603,University of Maryland College Park
16458,isildur,105.0,157.0,167.0,4.0,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.7271,University of Illinois Chicago
16459,lipsar,105.0,151.0,164.0,3.5,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.762,University of Illinois Chicago
16460,sastryaditya,107.0,151.0,161.0,3.5,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.603,University of Illinois Chicago
16461,sastryaditya,107.0,151.0,161.0,3.5,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.603,University of Florida
16462,akks,114.0,159.0,162.0,4.5,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.9825,University of Colorado Boulder
16463,Nishikant,105.0,590.0,800.0,3.5,Fall - 2011,Shah And anchor Kutchhi Engineering College,0.695,University of Cincinnati
16464,Nishikant,105.0,590.0,800.0,3.5,Fall - 2011,Shah And anchor Kutchhi Engineering College,0.695,University of Arizona
16465,komalbhatia,257.0,500.0,800.0,4.0,Fall - 2007,Shah And anchor Kutchhi Engineering College,0.64,Syracuse University
16466,Nishikant,105.0,590.0,800.0,3.5,Fall - 2011,Shah And anchor Kutchhi Engineering College,0.695,Syracuse University
16467,sastryaditya,107.0,151.0,161.0,3.5,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.603,Syracuse University
16468,isildur,105.0,157.0,167.0,4.0,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.7271,SUNY Stony Brook
16469,archana.muralimohan,111.0,159.0,155.0,3.5,Fall - 2013,Shah And anchor Kutchhi Engineering College,0.6646,SUNY Buffalo
16470,isildur,105.0,157.0,167.0,4.0,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.7271,SUNY Buffalo
16471,isildur,105.0,157.0,167.0,4.0,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.7271,Rutgers University New Brunswick/Piscataway
16472,isildur,105.0,157.0,167.0,4.0,Fall - 2014,Shah And anchor Kutchhi Engineering College,0.7271,North Carolina State University
16473,lipsar,105.0,151.0,164.0,3.5,Fall - 2012,Shah And anchor Kutchhi Engineering College,0.762,North Carolina State University
16474,pratikmp,101.0,145.0,155.0,3.0,Fall - 2013,Shah And anchor Kutchhi Engineering College,0.65,New Jersey Institute of Technology
16475,daqo,98.0,420.0,760.0,4.0,Fall - 2012,Shahid Beheshti University Iran,0.7,University of Florida
16476,Camaro-LT,109.0,580.0,800.0,5.0,Fall - 2011,Shanghai Institute of Foreign Trade,0.825,University of Washington
16477,Camaro-LT,109.0,580.0,800.0,5.0,Fall - 2011,Shanghai Institute of Foreign Trade,0.825,University of Florida
16478,Camaro-LT,109.0,580.0,800.0,5.0,Fall - 2011,Shanghai Institute of Foreign Trade,0.825,Syracuse University
16479,Camaro-LT,109.0,580.0,800.0,5.0,Fall - 2011,Shanghai Institute of Foreign Trade,0.825,New York University
16480,Camaro-LT,109.0,580.0,800.0,5.0,Fall - 2011,Shanghai Institute of Foreign Trade,0.825,Carnegie Mellon University
16481,csxwin,99.0,500.0,800.0,3.0,Fall - 2012,Shanghai Jiao Tong University,0.8,Georgia Institute of Technology
16482,kolachaitu,280.0,510.0,800.0,4.5,Fall - 2007,Shanmugha Arts Science Technology & Research Academy(SASTRA),0.8560000000000001,University of Illinois Chicago
16483,yoda Lee,106.0,38.0,50.0,4.0,Fall - 2011,Shanxi University,0.83,University of Washington
16484,yoda Lee,106.0,38.0,50.0,4.0,Fall - 2011,Shanxi University,0.83,University of Texas Dallas
16485,yoda Lee,106.0,38.0,50.0,4.0,Fall - 2011,Shanxi University,0.83,University of Florida
16486,yoda Lee,106.0,38.0,50.0,4.0,Fall - 2011,Shanxi University,0.83,University of Cincinnati
16487,yoda Lee,106.0,38.0,50.0,4.0,Fall - 2011,Shanxi University,0.83,University of Arizona
16488,saramas,97.0,152.0,160.0,3.5,Fall - 2014,Sharif university of Technology,0.98,University of Arizona
16489,saramas,97.0,152.0,160.0,3.5,Fall - 2014,Sharif university of Technology,0.98,Arizona State University
16490,Rupakshi,101.0,147.0,167.0,4.0,Fall - 2015,Shiv Nadar University,0.85,Arizona State University
16491,vedulix,104.0,153.0,163.0,4.0,Fall - 2014,Shivaji University,0.58,University of Washington
16492,saketyad,92.0,510.0,760.0,3.5,Fall - 2008,Shivaji University,0.71,University of Utah
16493,Amdream,109.0,153.0,161.0,3.0,Fall - 2014,Shivaji University,0.703,University of Texas Dallas
16494,chetan1,113.0,330.0,710.0,4.0,Fall - 2012,Shivaji University,0.5710000000000001,University of Texas Arlington
16495,koustubhkulk,99.0,430.0,760.0,3.0,Fall - 2012,Shivaji University,0.64,University of Texas Arlington
16496,Raj_2015,89.0,144.0,156.0,3.5,Fall - 2015,Shivaji University,0.7005,University of Texas Arlington
16497,Shreyas_Bhat,93.0,149.0,153.0,3.0,Spring - 2014,Shivaji University,0.6,University of Texas Arlington
16498,PIIIMA,105.0,152.0,167.0,3.5,Fall - 2014,Shivaji University,0.07200000000000001,University of Minnesota Twin Cities
16499,anandbright,109.0,152.0,160.0,3.0,Fall - 2014,Shivaji University,0.765,University of Maryland College Park
16500,pushkarp87,100.0,460.0,770.0,3.0,Fall - 2012,Shivaji University,0.6047,University of Maryland College Park
16501,vedulix,104.0,153.0,163.0,4.0,Fall - 2014,Shivaji University,0.58,University of Maryland College Park
16502,vedulix,104.0,153.0,163.0,4.0,Fall - 2014,Shivaji University,0.58,University of Illinois Chicago
16503,anandbright,109.0,152.0,160.0,3.0,Fall - 2014,Shivaji University,0.765,University of Cincinnati
16504,PIIIMA,105.0,152.0,167.0,3.5,Fall - 2014,Shivaji University,0.07200000000000001,University of Cincinnati
16505,vedulix,104.0,153.0,163.0,4.0,Fall - 2014,Shivaji University,0.58,University of Cincinnati
16506,abhishek.patil04,95.0,151.0,154.0,3.5,Fall - 2012,Shivaji University,0.0,University of Arizona
16507,anandbright,109.0,152.0,160.0,3.0,Fall - 2014,Shivaji University,0.765,University of Arizona
16508,mr_mahesh_in,108.0,151.0,162.0,4.5,Fall - 2013,Shivaji University,0.67,Syracuse University
16509,tirumalavan,115.0,155.0,163.0,3.5,Spring - 2013,Shivaji University,0.65,Syracuse University
16510,vedulix,104.0,153.0,163.0,4.0,Fall - 2014,Shivaji University,0.58,Syracuse University
16511,xyclops123,82.0,142.0,155.0,3.0,Fall - 2013,Shivaji University,0.6579999999999999,Syracuse University
16512,nileshagrawal14890,92.0,480.0,760.0,3.0,Fall - 2012,Shivaji University,0.7,SUNY Stony Brook
16513,yashpatel07,94.0,145.0,159.0,3.0,Fall - 2012,Shivaji University,0.56,SUNY Stony Brook
16514,abhishek.patil04,95.0,151.0,154.0,3.5,Fall - 2012,Shivaji University,0.0,SUNY Buffalo
16515,koustubhkulk,99.0,430.0,760.0,3.0,Fall - 2012,Shivaji University,0.64,SUNY Buffalo
16516,mr_mahesh_in,108.0,151.0,162.0,4.5,Fall - 2013,Shivaji University,0.67,SUNY Buffalo
16517,nileshagrawal14890,92.0,480.0,760.0,3.0,Fall - 2012,Shivaji University,0.7,SUNY Buffalo
16518,pushkarp87,100.0,460.0,770.0,3.0,Fall - 2012,Shivaji University,0.6047,SUNY Buffalo
16519,Amdream,109.0,153.0,161.0,3.0,Fall - 2014,Shivaji University,0.703,Northeastern University
16520,mr_mahesh_in,108.0,151.0,162.0,4.5,Fall - 2013,Shivaji University,0.67,Northeastern University
16521,xyclops123,82.0,142.0,155.0,3.0,Fall - 2013,Shivaji University,0.6579999999999999,Northeastern University
16522,savmiester,92.0,145.0,169.0,4.0,Fall - 2012,Shivaji University,0.69,New Jersey Institute of Technology
16523,RuchaNatu,109.0,630.0,800.0,4.0,Fall - 2013,Shivaji University,0.77,Clemson University
16524,mr_mahesh_in,108.0,151.0,162.0,4.5,Fall - 2013,Shivaji University,0.67,Arizona State University
16525,chiped,103.0,380.0,800.0,4.0,Fall - 2012,Shivajirao S. Jondhale College of Engineering,0.6,University of Texas Dallas
16526,chiped,103.0,380.0,800.0,4.0,Fall - 2012,Shivajirao S. Jondhale College of Engineering,0.6,University of North Carolina Charlotte
16527,vipuldh34,99.0,28.0,86.0,29.0,Fall - 2012,Shree jayachamarajendra collegeg of engineering,0.77,University of Texas Dallas
16528,vipuldh34,99.0,28.0,86.0,29.0,Fall - 2012,Shree jayachamarajendra collegeg of engineering,0.77,University of Texas Arlington
16529,vipuldh34,99.0,28.0,86.0,29.0,Fall - 2012,Shree jayachamarajendra collegeg of engineering,0.77,SUNY Stony Brook
16530,s123#,105.0,700.0,800.0,4.0,Spring - 2012,Shri G.S. Institute of Technology and Science,0.8519,Virginia Polytechnic Institute and State University
16531,s123#,105.0,700.0,800.0,4.0,Spring - 2012,Shri G.S. Institute of Technology and Science,0.8519,Purdue University
16532,skohliaccenture,93.0,152.0,160.0,3.5,Fall - 2012,Shri Govindram Seksaria institute of technolgy and sciences,0.8038,Arizona State University
16533,kakekohli,93.0,152.0,160.0,3.5,Fall - 2012,Shri Govindram Seksaria institute of technolgy and sciences Indore,0.8038,University of Florida
16534,kakekohli,93.0,152.0,160.0,3.5,Fall - 2012,Shri Govindram Seksaria institute of technolgy and sciences Indore,0.8038,SUNY Buffalo
16535,kakekohli,93.0,152.0,160.0,3.5,Fall - 2012,Shri Govindram Seksaria institute of technolgy and sciences Indore,0.8038,Arizona State University
16536,Prasnna,91.0,149.0,163.0,3.0,Spring - 2014,Shri Guru Gobind Singhji Institute of Engineering And Technology,0.7929999999999999,University of Texas Arlington
16537,devashish22,104.0,520.0,760.0,3.0,Fall - 2011,Shri Ramdeobaba Engineering College,0.7,University of Texas Arlington
16538,shr14289,99.0,590.0,720.0,4.0,Fall - 2011,Shri Ramdeobaba Engineering College,0.72,University of Texas Arlington
16539,devashish22,104.0,520.0,760.0,3.0,Fall - 2011,Shri Ramdeobaba Engineering College,0.7,University of Maryland College Park
16540,shr14289,99.0,590.0,720.0,4.0,Fall - 2011,Shri Ramdeobaba Engineering College,0.72,University of Cincinnati
16541,shr14289,99.0,590.0,720.0,4.0,Fall - 2011,Shri Ramdeobaba Engineering College,0.72,New Jersey Institute of Technology
16542,Abhinav0303,98.0,152.0,158.0,3.5,Fall - 2014,Shri Ramdeobaba Engineering College,0.77,Clemson University
16543,monika02,101.0,149.0,158.0,3.0,Fall - 2015,Shri Shankaracharya College of Engi & Tech Bhilai,0.7223999999999999,Northeastern University
16544,seekinginfo,105.0,152.0,156.0,3.5,Spring - 2015,Shri Shankaracharya College of Engineering and Technology,0.8119999999999999,University of Texas Dallas
16545,rahilmansuri,105.0,490.0,770.0,4.0,Fall - 2011,Shri U. V. Patel College of Engineering Ganpat University,0.73,University of Pennsylvania
16546,rahilmansuri,105.0,490.0,770.0,4.0,Fall - 2011,Shri U. V. Patel College of Engineering Ganpat University,0.73,Northeastern University
16547,V..,105.0,157.0,168.0,3.5,Fall - 2013,Shri Vaishnav Institute Of Technology and Science,0.7,University of Arizona
16548,surabhijain56,105.0,630.0,760.0,1390.0,Fall - 2011,Shri Vaishnav Institute of Technology and Science,0.76,Carnegie Mellon University
16549,chirag.garg,116.0,153.0,164.0,4.0,Fall - 2013,Shri. G.S. Institute of Technology & Science,0.693,University of Arizona
16550,churiver86,94.0,32.0,50.0,4.5,Fall - 2011,SHU,0.775,University of Washington
16551,charlesma,110.0,550.0,800.0,3.5,Fall - 2012,shu,1.0,University of Pennsylvania
16552,charlesma,110.0,550.0,800.0,3.5,Fall - 2012,shu,1.0,Georgia Institute of Technology
16553,charlesma,110.0,550.0,800.0,3.5,Fall - 2012,shu,1.0,Carnegie Mellon University
16554,ashwinkm,101.0,360.0,780.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.927,University of Texas Dallas
16555,KNaidu,108.0,156.0,163.0,4.0,Spring - 2016,Siddaganga Institute of Technology,0.8320000000000001,University of Texas Dallas
16556,pallav_rus,101.0,570.0,740.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.748,University of Texas Dallas
16557,sanjayd72003,98.0,440.0,680.0,3.0,Spring - 2012,Siddaganga Institute of Technology,0.68,University of Texas Dallas
16558,SauravTripathy,109.0,154.0,165.0,4.0,Summer - 2014,Siddaganga Institute of Technology,0.882,University of Texas Austin
16559,ashwinkm,101.0,360.0,780.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.927,University of Texas Arlington
16560,abinash7,111.0,152.0,163.0,3.5,Fall - 2013,Siddaganga Institute of Technology,0.917,University of Southern California
16561,Ankit044,96.0,144.0,160.0,4.0,Fall - 2015,Siddaganga Institute of Technology,0.938,University of Southern California
16562,ashwinkm,101.0,360.0,780.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.927,University of Southern California
16563,balajig17,112.0,152.0,160.0,3.0,Spring - 2015,Siddaganga Institute of Technology,0.853,University of Southern California
16564,KNaidu,108.0,156.0,163.0,4.0,Spring - 2016,Siddaganga Institute of Technology,0.8320000000000001,University of Southern California
16565,manishjain181289,105.0,153.0,165.0,4.0,Fall - 2013,Siddaganga Institute of Technology,0.934,University of Southern California
16566,nvh,101.0,150.0,157.0,3.5,Fall - 2013,Siddaganga Institute of Technology,0.92,University of Southern California
16567,pallav_rus,101.0,570.0,740.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.748,University of Southern California
16568,abinash7,111.0,152.0,163.0,3.5,Fall - 2013,Siddaganga Institute of Technology,0.917,University of Minnesota Twin Cities
16569,SauravTripathy,109.0,154.0,165.0,4.0,Summer - 2014,Siddaganga Institute of Technology,0.882,University of Minnesota Twin Cities
16570,Ankit044,96.0,144.0,160.0,4.0,Fall - 2015,Siddaganga Institute of Technology,0.938,University of Illinois Chicago
16571,manishjain181289,105.0,153.0,165.0,4.0,Fall - 2013,Siddaganga Institute of Technology,0.934,University of Florida
16572,abinash7,111.0,152.0,163.0,3.5,Fall - 2013,Siddaganga Institute of Technology,0.917,University of Colorado Boulder
16573,KNaidu,108.0,156.0,163.0,4.0,Spring - 2016,Siddaganga Institute of Technology,0.8320000000000001,Texas A and M University College Station
16574,KNaidu,108.0,156.0,163.0,4.0,Spring - 2016,Siddaganga Institute of Technology,0.8320000000000001,Syracuse University
16575,manishjain181289,105.0,153.0,165.0,4.0,Fall - 2013,Siddaganga Institute of Technology,0.934,Syracuse University
16576,Ankit044,96.0,144.0,160.0,4.0,Fall - 2015,Siddaganga Institute of Technology,0.938,Northeastern University
16577,KNaidu,108.0,156.0,163.0,4.0,Spring - 2016,Siddaganga Institute of Technology,0.8320000000000001,Northeastern University
16578,megaheartz,112.0,151.0,157.0,3.5,Fall - 2012,Siddaganga Institute of Technology,0.5766,Northeastern University
16579,pallav_rus,101.0,570.0,740.0,3.0,Fall - 2012,Siddaganga Institute of Technology,0.748,Northeastern University
16580,nvh,101.0,150.0,157.0,3.5,Fall - 2013,Siddaganga Institute of Technology,0.92,North Carolina State University
16581,SauravTripathy,109.0,154.0,165.0,4.0,Summer - 2014,Siddaganga Institute of Technology,0.882,Arizona State University
16582,harry6988,110.0,151.0,162.0,4.0,Fall - 2012,SIES Graduate School of Technology,0.62,University of Texas Dallas
16583,shradhaa,106.0,510.0,680.0,4.0,Fall - 2011,SIES Graduate School of Technology,0.61,University of Texas Dallas
16584,shradhaaiyer,106.0,510.0,670.0,4.0,Fall - 11,SIES Graduate School of Technology,0.73,University of Texas Dallas
16585,shru_91@,105.0,148.0,159.0,3.5,Fall - 2013,SIES Graduate School of Technology,0.7348,University of Texas Dallas
16586,shru_91@,105.0,148.0,159.0,3.5,Fall - 2013,SIES Graduate School of Technology,0.7348,University of Southern California
16587,Ganesh.C,100.0,470.0,800.0,3.5,Fall - 2012,SIES Graduate School of Technology,0.5338,University of North Carolina Charlotte
16588,aditya2706,104.0,157.0,159.0,3.5,Fall - 2015,SIES Graduate School of Technology,0.65,University of Maryland College Park
16589,Arvind_1,108.0,150.0,161.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.667,University of Illinois Chicago
16590,ranger01,98.0,490.0,740.0,3.0,Fall - 2011,SIES Graduate School of Technology,0.6,University of Illinois Chicago
16591,pawan.d.wadawadagi,95.0,146.0,158.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.5870000000000001,University of Florida
16592,aditya2706,104.0,157.0,159.0,3.5,Fall - 2015,SIES Graduate School of Technology,0.65,University of Colorado Boulder
16593,harry6988,110.0,151.0,162.0,4.0,Fall - 2012,SIES Graduate School of Technology,0.62,Syracuse University
16594,liziya3091,97.0,142.0,156.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.0,Syracuse University
16595,shru_91@,105.0,148.0,159.0,3.5,Fall - 2013,SIES Graduate School of Technology,0.7348,SUNY Stony Brook
16596,ashish90,107.0,154.0,160.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.67,SUNY Buffalo
16597,harry6988,110.0,151.0,162.0,4.0,Fall - 2012,SIES Graduate School of Technology,0.62,SUNY Buffalo
16598,aditya2706,104.0,157.0,159.0,3.5,Fall - 2015,SIES Graduate School of Technology,0.65,Northeastern University
16599,ashish90,107.0,154.0,160.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.67,Northeastern University
16600,Nitin Shetty,111.0,155.0,158.0,3.5,Fall - 2014,SIES Graduate School of Technology,0.7442,Northeastern University
16601,shru_91@,105.0,148.0,159.0,3.5,Fall - 2013,SIES Graduate School of Technology,0.7348,North Carolina State University
16602,pradeep,267.0,640.0,750.0,4.0,Fall - 2007,SIES Graduate School of Technology,0.6,New York University
16603,pradeep,267.0,640.0,750.0,4.0,Fall - 2007,SIES Graduate School of Technology,0.6,Georgia Institute of Technology
16604,Ganesh.C,100.0,470.0,800.0,3.5,Fall - 2012,SIES Graduate School of Technology,0.5338,George Mason University
16605,liziya3091,97.0,142.0,156.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.0,George Mason University
16606,pawan.d.wadawadagi,95.0,146.0,158.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.5870000000000001,George Mason University
16607,shru_91@,105.0,148.0,159.0,3.5,Fall - 2013,SIES Graduate School of Technology,0.7348,Columbia University
16608,ashish90,107.0,154.0,160.0,3.0,Fall - 2013,SIES Graduate School of Technology,0.67,Arizona State University
16609,barath,84.0,450.0,780.0,2.5,Fall - 2011,SIET,0.6825,SUNY Buffalo
16610,ehbhaskar,84.0,450.0,780.0,2.5,Fall - 2011,SIET affliated to JNTU,0.6825,SUNY Buffalo
16611,jedi_knight,108.0,480.0,800.0,3.5,Fall - 2012,Sikkim Manipal Institute of Technology,0.8380000000000001,University of Texas Dallas
16612,nihabarua,114.0,156.0,162.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.8150000000000001,University of Texas Dallas
16613,jedi_knight,108.0,480.0,800.0,3.5,Fall - 2012,Sikkim Manipal Institute of Technology,0.8380000000000001,University of North Carolina Charlotte
16614,nihabarua,114.0,156.0,162.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.8150000000000001,University of Illinois Chicago
16615,ashwani.braj,110.0,152.0,166.0,3.0,Spring - 2015,Sikkim Manipal Institute of Technology,0.7190000000000001,University of Florida
16616,get_yash,98.0,470.0,800.0,3.5,Fall - 2011,Sikkim Manipal Institute of Technology,0.899,University of Florida
16617,sumg8920,112.0,155.0,160.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.976,University of Florida
16618,nihabarua,114.0,156.0,162.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.8150000000000001,University of Cincinnati
16619,nihabarua,114.0,156.0,162.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.8150000000000001,University of Arizona
16620,nihabarua,114.0,156.0,162.0,3.5,Fall - 2014,Sikkim Manipal Institute of Technology,0.8150000000000001,Syracuse University
16621,mohit.parsad,107.0,152.0,160.0,3.0,Fall - 2014,Sikkim Manipal Institute of Technology,0.8340000000000001,SUNY Stony Brook
16622,mohit.parsad,107.0,152.0,160.0,3.0,Fall - 2014,Sikkim Manipal Institute of Technology,0.8340000000000001,Northeastern University
16623,ashwani.braj,110.0,152.0,166.0,3.0,Spring - 2015,Sikkim Manipal Institute of Technology,0.7190000000000001,Arizona State University
16624,abhiruphazra,99.0,142.0,167.0,3.5,Spring - 2016,Sikkim Manipal University,0.6579999999999999,University of Texas Arlington
16625,pal.eragon,93.0,148.0,163.0,3.5,Fall - 2014,Siksha 'O' Anusandhan University,0.8320000000000001,University of Texas Dallas
16626,pal.eragon,93.0,148.0,163.0,3.5,Fall - 2014,Siksha 'O' Anusandhan University,0.8320000000000001,University of Cincinnati
16627,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,University of Washington
16628,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,University of Cincinnati
16629,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,University of Arizona
16630,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,Texas A and M University College Station
16631,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,Syracuse University
16632,Linmun1,110.0,570.0,750.0,3.5,Fall - 2013,Silicon Inst of Technology,0.8290000000000001,Carnegie Mellon University
16633,creepybudd,116.0,640.0,800.0,3.5,Fall - 2011,Silicon Institute Of Technology,0.8640000000000001,Northeastern University
16634,mokemony,86.0,156.0,158.0,2.5,Fall - 2013,silicon institute of technology orissa,0.71,SUNY Buffalo
